GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREOTH,G16USSRSZE,G16USSDVAN,G16USSGFLO,G16USSOTH,G16H01RHAR,G16H01DWER,G16H01LBEE,G16H01OTH,G16H02RMCD,G16H02DRUP,G16H02LKAS,G16H02OTH,G16H03RPLA,G16H03DSAR,G16H03GEZE,G16H03OTH,G16H04RMCD,G16H04DBRO,G16H04LKRA,G16H04GCLA,G16H04OTH,G16H05RARN,G16H05DHOY,G16H05LSUM,G16H05OTH,G16H06RHOE,G16H06DDEL,G16H06LHOW,G16H06GGLU,G16H06OTH,G16H07RVAU,G16H07DCUM,G16H07GHOE,G16H07OTH,G16H08RCOX,G16H08DRAS,G16H08LWUN,G16H08GWAL,G16H08OTH
2403108-005,24,031,08-005,965.59,1525.9,85.37,21.59,62.8,1049,1494.5,61.82,2.94,0,0,0,0,0,0,0,0,1068.62,1494.5,36.31,2.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403108-006,24,031,08-006,985.05,1812.1,115,43,75,1141.06,1763.1,72,3,0,0,0,0,0,0,0,0,1175.06,1688.1,67,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403108-007,24,031,08-007,1030.28,2075.11,70.83,38.17,62.32,1156.59,2031.74,71.88,3.13,0,0,0,0,0,0,0,0,1154.09,2017.35,55.22,9.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403108-008,24,031,08-008,763.5,1586.83,89.16,27.89,72.77,881.08,1574.64,48.77,0.18,0,0,0,0,0,0,0,0,23.49,48.26,1.42,0.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,912,1418,55,42,6
2403108-009,24,031,08-009,837,2104,99,25,77,926,2109,62,8,0,0,0,0,0,0,0,0,955,2083,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403108-010,24,031,08-010,402.68,1173.56,49.1,25.05,43.07,446.81,1153.48,52.1,1,0,0,0,0,0,0,0,0,440.84,1172.43,35.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403108-011,24,031,08-011,479.32,1816.44,71.9,37.95,49.93,572.19,1757.52,73.9,0,0,0,0,0,0,0,0,0,597.16,1727.57,54.92,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403108-012,24,031,08-012,640.5,1669.17,70.84,29.11,58.23,757.92,1597.36,58.23,5.82,0,0,0,0,0,0,0,0,771.51,1584.74,46.58,2.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2403108-014,24,031,08-014,1.59,14.94,0.05,0.01,0.04,1.64,11.92,0.04,0,0,0,0,0,0,0,0,0,0.66,0.92,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0
2403108-015,24,031,08-015,39,152,5,5,8,46,148,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,142,0,8,0
2403109-001,24,031,09-001,397.75,1911.5,58.66,28.86,24.17,418.95,1842.44,79.77,5.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429.65,1716.33,47.05,46.13,0.96,0,0,0,0,0,0,0,0,0
2403109-002,24,031,09-002,523.39,2106.27,72.33,58.79,53.81,545.94,2083.84,117.08,6.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,540.46,1877.07,47.03,64.08,1.05,0,0,0,0,26.4,79.11,2.05,2.71,0.24
2403109-003,24,031,09-003,255.77,1116.72,35.39,30.21,25.25,292.96,1065.91,62.32,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276.08,1018.2,25.21,47.24,0.02,0,0,0,0,0,0,0,0,0
2403109-004,24,031,09-004,407.86,1755.13,56.17,30.09,35.07,460.99,1698.02,79.19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,426.98,1617.83,57.12,37.1,1.01,0,0,0,0,0,0,0,0,0
2403109-005,24,031,09-005,455.68,1642.72,31.27,37.58,15.7,489.2,1571.06,74.37,1.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,496.76,1469.17,33.13,48.11,0.24,0,0,0,0,0,0,0,0,0
2403109-006,24,031,09-006,496.08,1804.56,48.57,24.16,26.28,500.52,1747.98,95.26,5.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,503.67,1641.68,47.01,51.9,5.66,0,0,0,0,0,0,0,0,0
2403109-007,24,031,09-007,302.98,2042.96,52.35,37.42,26.16,313.68,2015.66,89.02,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.16,1907.63,36.29,52.98,2.85,0,0,0,0,0,0,0,0,0
2403109-008,24,031,09-008,436.38,2120.63,80.76,54.17,31.53,445.26,2087.14,108.36,7.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.4,1970.92,52.21,59.1,5.91,0,0,0,0,0,0,0,0,0
2403109-009,24,031,09-009,441,2521.14,55.5,34.69,52.52,479.65,2484.48,89.19,7.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.74,2365.55,56.49,45.59,6.94,0,0,0,0,0,0,0,0,0
2403109-010,24,031,09-010,96.68,397.63,11.97,6,6,96.69,397.62,19.94,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102.66,355.83,12.94,11.96,0,0,0,0,0,0,0,0,0,0
2403109-011,24,031,09-011,461,1574.05,59.06,29.14,51.98,504.91,1584.97,69.17,5.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510.89,1471.99,44.97,40.94,0.03,0,0,0,0,0,0,0,0,0
2403109-012,24,031,09-012,403.79,1533.78,47.26,19.48,62.31,432.22,1560.5,65.92,5.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465.57,1419.53,34.72,34.02,6.3,0,0,0,0,0,0,0,0,0
2403109-013,24,031,09-013,581.24,1832.3,81.61,43.79,52.75,622.05,1872.11,66.68,7.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,646.93,1723.82,44.79,50.76,3.98,0,0,0,0,0,0,0,0,0
2403109-014,24,031,09-014,460,1456,63,37,53,533,1396,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,538,1297,32,68,8,0,0,0,0,0,0,0,0,0
2403109-015,24,031,09-015,281.08,1711.38,43.9,31.41,13.35,284.96,1697.91,68.56,6.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.95,1599.84,34.44,50,1.12,0,0,0,0,0,0,0,0,0
2403109-016,24,031,09-016,226.44,1527.34,28.32,22.98,21.14,222.75,1498.56,58.55,1.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,231.74,1416.78,23.37,37.37,4.26,0,0,0,0,0,0,0,0,0
2403109-018,24,031,09-018,328.57,1675.73,45.4,39.85,30.12,347.49,1583.43,101.67,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,341.99,1528.5,33.55,54.76,4.03,0,0,0,0,0,0,0,0,0
2403109-020,24,031,09-020,297.43,1148.3,38.2,20.72,26.62,335.76,1092.29,53.72,6.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,340.04,1038.64,18.96,28.01,1.02,0,0,0,0,0,0,0,0,0
2403109-021,24,031,09-021,465,1225,81,21,49,573,1194,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550,1145,36,35,0,0,0,0,0,0,0,0,0,0
2403109-022,24,031,09-022,538,2231,69,38,50,568,2169,100,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,569,2045,69,54,2,0,0,0,0,0,0,0,0,0
2403109-024,24,031,09-024,356.61,1504.36,52.07,45.63,36.93,381.9,1501.97,68.79,1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,374.32,1404.68,37.27,48.6,5.16,0,0,0,0,0,0,0,0,0
2403109-025,24,031,09-025,441.73,1459.97,53.56,11.47,26.56,499.91,1399.44,40.88,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.88,1296.51,30.42,21.39,0.03,0,0,0,0,0,0,0,0,0
2403109-026,24,031,09-026,276.63,1457.41,39.56,23.97,16.54,281.23,1442.65,56.97,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,278.44,1336.89,42.9,35.75,1.86,0,0,0,0,0,0,0,0,0
2403109-027,24,031,09-027,590.41,2197.57,82.57,48.68,87.14,711.25,2196.34,63.7,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,728.75,2032.78,38.04,48.79,0,0,0,0,0,0,0,0,0,0
2403109-028,24,031,09-028,257.19,916.59,20.43,1.74,27.51,277.65,906.84,7.04,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.8,821.94,4.2,4.18,0.02,0,0,0,0,0,0,0,0,0
2403109-029,24,031,09-029,349.82,1365.87,50.03,32.23,32.16,349.01,1359.86,86.4,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,365.01,1238.84,55.01,43.21,5.92,0,0,0,0,0,0,0,0,0
2403109-030,24,031,09-030,436.95,1682.29,59.15,34.9,50.15,472.81,1690.11,75.58,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,480.23,1579.47,40.4,35.47,2.61,0,0,0,0,0,0,0,0,0
2403109-031,24,031,09-031,337.93,1377.72,71.5,14.54,30.86,398.88,1341.99,33.82,2.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35,1.2,0.03,0.04,0,0,0,0,0,429.5,1287.85,33.36,44.27,3.86
2403109-032,24,031,09-032,58.62,370.63,5.96,5.96,5.96,49.68,383.55,6.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.65,344.79,8.94,6.96,0,0,0,0,0,0,0,0,0,0
2403109-033,24,031,09-033,221.55,782.69,41.6,17.41,24.19,240.9,726.58,56.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,250.58,680.14,23.22,29.02,0,0,0,0,0,0,0,0,0,0
2403109-034,24,031,09-034,350.33,1749.7,34.05,22.04,35.03,370.35,1685.6,71.1,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,358.34,1602.55,33.03,41.06,0,0,0,0,0,0,0,0,0,0
2403109-035,24,031,09-035,744,2209,79,27,71,831,2173,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,844,2021,49,33,2,0,0,0,0,0,0,0,0,0
2403109-036,24,031,09-036,344.49,1250.65,65.9,36.95,26.98,394.4,1206.76,76.93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,392.44,1132.65,45.94,38.06,1.99,0,0,0,0,0,0,0,0,0
2403109-037,24,031,09-037,313,1305,30,26,40,347,1237,74,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,370,1140,32,41,2,0,0,0,0,0,0,0,0,0
2403109-038,24,031,09-038,48.65,380.22,8.93,5.96,5.96,52.62,380.22,16.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.57,340.51,7.94,20.85,0,0,0,0,0,0,0,0,0,0
2403109-039,24,031,09-039,11,91,3,1,5,15,92,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,85,1,3,0,0,0,0,0,0,0,0,0,0
2403109-040,24,031,09-040,296.93,1292.63,55.99,12,25,340.92,1263.62,36.01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347.92,1152.66,44.99,17,4,0,0,0,0,0,0,0,0,0
2403109-041,24,031,09-041,255.8,1069.12,35.4,26.24,22.16,282.82,1045.98,63.56,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.8,998.85,29.45,29.37,4.02,0,0,0,0,0,0,0,0,0
2403110-001,24,031,10-001,380,636,18,9,41,439,592,13,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,454,560,6,8,2,0,0,0,0,0,0,0,0,0
2403110-002,24,031,10-002,631.59,1036.82,59.29,5.09,78.32,736.22,1055.7,22.09,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,828.71,915.96,22.14,24.22,4.01
2403110-003,24,031,10-003,368.9,1105.75,52.53,18.17,79.64,477.59,1106.54,29.87,0.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495.54,984.78,17.12,27.93,3.6,0,0,0,0,3.21,8.58,0.12,0.23,0.03
2403110-004,24,031,10-004,252,803,18,15,22,274,814,9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,282,746,15,9,0,0,0,0,0,0,0,0,0,0
2403110-005,24,031,10-005,315,927,28,20,45,359,931,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,382,818,24,27,0,0,0,0,0,0,0,0,0,0
2403110-006,24,031,10-006,262.44,931.22,33.71,17.28,48,314.7,944.31,20.41,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,323.13,869.41,12.41,21.26,0.06,0,0,0,0,0,0,0,0,0
2403110-007,24,031,10-007,568.61,1740.96,65.08,21.41,75.3,708.14,1719.21,23.1,4.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.46,108.22,1.88,3.07,0.4,0,0,0,0,755.98,1450.59,29.13,45.07,2.1
2403110-009,24,031,10-009,648,1152,50,12,81,786,1119,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,792,1021,24,15,2,0,0,0,0,0,0,0,0,0
2403110-010,24,031,10-010,474.82,1397.53,71.82,28.93,70.82,649.38,1339.67,49.87,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,731.18,1210.99,29.93,45.89,9.97
2403110-011,24,031,10-011,213.44,1024.29,14.96,24.93,16.96,222.41,1005.34,25.93,3.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230.39,919.57,23.94,24.93,1.99,0,0,0,0,0,0,0,0,0
2403110-012,24,031,10-012,435,1549,37,33,53,460,1578,42,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,510,1420,18,33,7,0,0,0,0,0,0,0,0,0
2403110-013,24,031,10-013,212,576,14,15,25,219,603,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,511,9,15,0,0,0,0,0,0,0,0,0,0
2403111-000,24,031,11-000,699.51,1014.83,49.89,20.96,34.93,718.47,1031.8,48.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,766.36,902.07,18.96,31.93,3.99,0,0,0,0,0,0,0,0,0
2403112-001,24,031,12-001,860.11,608.8,51.73,17.77,44.76,852.82,658.75,43.69,1.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,889.9,558.34,43.32,56.95,8.09
2403112-002,24,031,12-002,764.24,678.51,63.32,18.09,44.13,778.29,727.62,52.22,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861.37,606.1,35.16,51.19,2.03
2403112-003,24,031,12-003,1223.89,1291.2,118.27,33.23,76.24,1297.18,1333.25,73.31,3.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1387.1,1184.66,57.68,85.05,3.91
2403112-004,24,031,12-004,661.19,810.74,66.78,15.99,38.56,715.75,804.16,37.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,759.95,699.76,25.39,16.93,0,0,0,0,0,0,0,0,0,0
2403112-005,24,031,12-005,809,1094,93,35,57,848,1143,79,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,978,927,45,35,0,0,0,0,0,0,0,0,0,0
2403113-001,24,031,13-001,320.55,1273.86,35.04,29.05,25.06,311.57,1293.83,57.09,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,360.59,1194.78,39.03,77.11,2.01
2403113-002,24,031,13-002,475.51,2714.49,62.15,43.93,59.22,511.81,2706.27,87.11,1.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,580.62,2627.23,49.96,85.55,2.59
2403113-003,24,031,13-003,171.35,857.92,15.95,7.59,28.02,206.42,856.09,17.82,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.32,817.29,8.64,19.57,2.34
2403113-004,24,031,13-004,89,1763,25,37,23,101,1725,71,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,1801,14,57,8
2403113-005,24,031,13-005,119.07,1498.49,50.01,26.01,35.01,173.09,1422.48,85.02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176.09,1439.49,31.01,78.02,0
2403113-006,24,031,13-006,66.6,1792.72,14.88,46.26,20.85,67.2,1746.74,79.04,9.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.67,1831.21,22.81,46.42,8.13
2403113-007,24,031,13-007,155.32,1686.6,53.76,19.91,49.78,223.02,1682.62,43.81,3.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,239.95,1680.62,27.88,42.81,5.97
2403113-008,24,031,13-008,122.84,1323.86,23.62,28.35,13.24,121.93,1319.11,53.86,3.78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130.43,1319.15,25.5,55.75,0
2403113-010,24,031,13-010,77.08,1126.9,29.03,26.01,34.03,120.12,1067.9,72.02,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.13,1094.9,26.01,46.02,2
2403113-011,24,031,13-011,317.83,1877.2,43.59,51.28,42.82,337.18,1899.75,71.07,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,353.31,1871.74,31.66,83.95,3.98
2403113-013,24,031,13-013,125,1590,16,26,11,137,1532,52,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,1571,23,46,0
2403113-014,24,031,13-014,215.91,1430.04,30.64,28.74,37.82,261.19,1401.12,48.34,1.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,271.26,1425.07,17.47,49.11,2.07
2403113-015,24,031,13-015,251.4,2569.63,45.71,45.71,31.8,255.37,2528.89,82.47,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286.18,2495.11,41.73,101.35,1.99
2403113-016,24,031,13-016,88.3,1383.58,15.43,23.15,15.43,106.3,1352.72,36,5.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126.01,1326.14,10.29,60.01,1.71
2403113-018,24,031,13-018,124,1553,18,21,16,152,1514,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,1535,14,54,6
2403113-019,24,031,13-019,224.67,1436.9,38.24,25.81,47.8,273.42,1422.56,55.45,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301.15,1419.69,21.03,44.93,0
2403113-020,24,031,13-020,392.67,1057.79,47.59,12.98,98.57,473.76,1131.17,25.06,1.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,517.83,1059.26,22.22,37.85,2.39
2403113-021,24,031,13-021,117.28,2234.83,28.19,70.43,26.55,135.42,2144.08,126.32,1.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,119.8,2158.6,26.34,137.82,3.82
2403113-022,24,031,13-022,126.75,2142.76,32.9,63.16,20.13,153.6,2100.76,102.48,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.19,2152.07,21.09,99.76,4
2403113-023,24,031,13-023,382.4,1758.27,51.06,32.51,93.94,499.59,1742.39,46.42,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,545.68,1690.42,29.56,61.18,3.92
2403113-024,24,031,13-024,250.37,1426.02,32.66,21.77,43.54,282.04,1440.86,45.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,305.79,1398.31,21.77,46.51,1.98
2403113-025,24,031,13-025,414.91,2359.89,55.12,44.1,27.71,408.85,2249.4,112.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,439.02,2126.96,76.57,134.46,2.04
2403113-027,24,031,13-027,295.06,1797.44,50.59,36.32,39.15,286.47,1848.97,75.46,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,334.2,1750.59,35.35,99.36,0
2403113-028,24,031,13-028,201,1219,25,40,35,206,1204,67,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,1120,21,104,2
2403113-029,24,031,13-029,256.15,1703.16,37.43,36.74,35.88,283.73,1689.63,60.62,1.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313.02,1606.92,33.69,103.76,0
2403113-030,24,031,13-030,223.79,1712.4,17.98,60.94,26.97,215.8,1712.4,76.93,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240.77,1611.49,41.96,134.87,4
2403113-031,24,031,13-031,167,1327,34,20,23,182,1320,36,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,219,1274,16,47,7
2403113-032,24,031,13-032,216,2078,34,38,41,223,2055,90,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,2033,40,107,7
2403113-033,24,031,13-033,219.95,771.28,26.29,14.15,30.85,233.83,792.82,27.28,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,266.74,736.93,14.75,42.64,1.56
2403113-034,24,031,13-034,447.6,2185.61,63.87,42.77,86.85,500.14,2257.92,66.3,6.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622.66,2072.8,36.52,86.56,9.56
2403113-035,24,031,13-035,335,1705,40,21,25,307,1753,38,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,342,1671,30,68,7
2403113-036,24,031,13-036,318.89,1686.15,61.79,14.95,24.91,305.94,1689.14,51.82,5.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,357.76,1562.58,48.83,67.76,6.98
2403113-037,24,031,13-037,280,1261,35,30,16,277,1214,65,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,1104,41,55,2,0,0,0,0,0,0,0,0,0
2403113-038,24,031,13-038,898.86,2797.6,81.23,34.81,157.77,1075.85,2825.44,48.49,4.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1291.63,2549.37,39.14,66.43,7.24
2403113-039,24,031,13-039,183.12,1691.98,45.9,21.58,48.86,251.12,1687.83,31.6,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280.01,1681.43,23.38,41.51,2.26
2403113-040,24,031,13-040,349.66,1435.11,64.06,50.85,62.71,374.61,1527.56,64.43,2.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444.44,1404.66,49.9,72.66,4.12
2403113-042,24,031,13-042,158.74,1126.09,34.5,15.95,17.31,174.47,1107.6,41,4.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193.11,1108.43,22.61,35.09,0.06
2403113-043,24,031,13-043,298.5,1317.95,43.63,36.69,34.71,288.58,1338.77,73.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,310.4,1267.37,39.67,80.33,1.98
2403113-044,24,031,13-044,289.5,1772.75,38.77,48.77,35.73,293.13,1794.13,54.01,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324.14,1716,34.95,87.56,3.34
2403113-045,24,031,13-045,304,1105,18,18,20,307,1111,25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296,1013,34,16,0,0,0,0,0,0,0,0,0,0
2403113-046,24,031,13-046,506.15,1169.09,57.9,11.98,49.91,551.08,1184.05,41.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,590.01,1056.27,28.95,23.96,2,0,0,0,0,0,0,0,0,0
2403113-047,24,031,13-047,91,1928,42,35,36,155,1837,100,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,1865,62,92,0
