GEOID20,STATEFP,COUNTYFP,DISTRICT,G18GOVRHOG,G18GOVDJEA,G18GOVLQUI,G18GOVGSCH,G18GOVOWRI,G18COMRPHU,G18COMDFRA,G18COMOWRI,G18ATGRWOL,G18ATGDFRO,G18ATGOWRI,G18USSRCAM,G18USSDCAR,G18USSLVOH,G18USSISIM,G18USSOWRI
2404516-006,24,045,16-006,23,6.3,0.4,0,0,11.5,18.4,0,16.2,13.8,0,14.4,14.7,0.4,0.7,0
2404517-001,24,045,17-001,688.7,273.5,4.4,3,0,398.2,561.6,0.3,520.9,433.7,1,459.9,470.5,8,31.3,0
2404701-001,24,047,01-001,1772.4,898.7,19.6,7,0,1121.2,1532.6,3.8,1443,1228.8,2.8,1299.7,1317.9,19.7,62.3,3
2404701-002,24,047,01-002,383.3,80.7,6.7,3.3,1.7,256.1,205.4,0,319.3,146.3,0,277.7,171.3,4.2,16.6,0
2404702-001,24,047,02-001,190.5,161.1,8.1,0.1,0,116.3,245.9,0,148.6,221.7,0,134.7,229.4,0.1,7.4,0
2404702-002,24,047,02-002,339.3,452.3,3.9,1,0,183.6,608.9,2.9,225.2,571.1,1,212.3,603.6,4.9,6.9,0
2404702-003,24,047,02-003,189,41.3,0,0,0,116.6,105.6,0,153.8,76.6,0,136.2,83.1,1.5,11.2,0
2404702-004,24,047,02-004,99.3,126.9,2.8,0,0,52.4,177.5,0,70.8,158.2,0,58.9,171.1,1.8,4.6,0
2404702-005,24,047,02-005,420.7,371.7,6.8,7.6,1.9,228.9,570.3,1,285.1,515,0,246.5,536.4,8.7,14.5,1.9
2404703-001,24,047,03-001,1495.1,209.3,11.4,6.1,0,953.6,711.4,0.9,1232.2,459,0,1120.2,501,16.6,71.8,0.9
2404703-002,24,047,03-002,868.1,167.3,3.3,6.9,3,555.6,454.6,0,706.5,315.4,2.9,627.1,366.9,8.9,39.5,0
2404703-003,24,047,03-003,364,169,3,2,0,205,305,0,258,263,2,240,263,5,28,0
2404704-001,24,047,04-001,1385.2,329.4,11.9,8,0,819.8,837.2,1,1133,533,1,1023.7,628.6,10,49.7,0
2404704-002,24,047,04-002,391.4,104.2,0.3,1.3,0.1,217,271.2,1,317.9,179.1,0,274.2,207.4,2.4,15.3,0.1
2404704-003,24,047,04-003,177,33,1,3,0,98,111,0,144,63,0,120,85,0,8,0
2404704-004,24,047,04-004,730.4,184.5,1,6.8,0,462.9,444.3,1,574.2,329,1,502,366.1,5.9,50.8,1
2404705-001,24,047,05-001,1301.9,311.3,7.6,0.9,0,809.4,753.8,2.8,963.2,619.8,0.9,867,650,7.6,96.2,0
2404705-002,24,047,05-002,1345.5,386.3,8.4,6.5,0,845.4,864,2.8,1050.6,696.1,0.9,942.4,727.8,9.3,85.8,0.9
2404706-001,24,047,06-001,1511,369.9,14.8,6.2,0,991.1,833.1,0.2,1183.3,692.9,0.1,1097,720.7,10.2,74.4,2
2404706-002,24,047,06-002,498.4,49.4,2.8,0.2,2.8,335.4,204,0.9,412.2,124.3,1.9,403.1,124.3,4.7,10.4,1.9
2404706-003,24,047,06-003,1039.3,198.9,4.6,1.9,0,691,526,0,874.3,360.2,0,794.2,407.1,7.4,40.5,0
2404707-001,24,047,07-001,2534.1,556.1,22.1,9.7,1.8,1403.4,1636.4,6.2,1941,1113.9,5.3,1761.8,1203.1,25.6,134.2,4.4
24047ZZZZZZ,24,047,ZZZZZZ,1001.5,206.7,7.7,3.4,0.8,614.4,569,1.2,796.3,402.1,1,722.4,436.1,9.4,50.3,1
2451001-001,24,510,01-001,316,423,12,7,0,155,567,5,176,566,0,125,582,5,32,6
2451001-002,24,510,01-002,415,678,10,13,0,177,889,2,182,919,0,114,925,16,54,1
2451001-003,24,510,01-003,464.6,441.2,12.6,6.8,1.9,217.7,648.3,6.8,249.8,651.2,1.9,203.1,659.9,11.7,34,0
2451001-004,24,510,01-004,774.5,502.8,8.9,4,0,335.9,879.2,2,415.9,836.7,5.9,330,856.5,21.7,52.4,3
2451001-005,24,510,01-005,1201,716,7,6,0,541,1269,0,610,1238,2,466,1294,36,74,3
2451002-001,24,510,02-001,183,410,9,3,2,64,513,0,88,503,3,58,528,9,9,0
2451002-002,24,510,02-002,359,585,6,10,0,161,765,2,174,776,0,121,774,19,36,2
2451002-003,24,510,02-003,627,734,13,9,2,284,1051,5,310,1059,0,217,1081,16,53,3
2451003-001,24,510,03-001,112,393,4,3,0,23,475,0,31,470,0,9,478,11,13,2
2451003-002,24,510,03-002,73,158,0,3,0,24,199,0,25,208,0,17,205,9,1,2
2451003-003,24,510,03-003,478.7,432.8,2.9,2.9,1,208.1,663.3,7.8,247.2,644.8,2.9,180.7,653.5,15.6,45.9,2
2451004-001,24,510,04-001,165.8,391.1,8.9,3,0,74.5,482.5,0,67.5,496.4,0,53.6,480.5,7,28.8,2
2451004-002,24,510,04-002,280.8,781,15.8,8.9,0,108.7,947,4.9,109.7,970.8,4,79.1,961.9,17.8,33.6,3
2451004-003,24,510,04-003,52,175,0,3,2,9,224,2,10,226,0,3,227,5,3,2
2451005-001,24,510,05-001,79,314,3,9,1,17,372,2,20,384,3,12,383,3,10,1
2451005-002,24,510,05-002,9,27,0,4,0,3,35,0,3,38,0,1,40,0,0,0
2451006-001,24,510,06-001,79,391,1,12,0,21,452,0,26,458,0,18,447,4,15,0
2451006-002,24,510,06-002,55,206,2,3,0,17,239,0,15,254,0,7,258,1,1,3
2451006-003,24,510,06-003,42,134,3,3,2,4,176,0,5,178,0,3,182,1,4,0
2451006-004,24,510,06-004,161,442,7,9,0,51,539,3,44,564,2,22,574,9,13,2
2451006-005,24,510,06-005,368,899,2,12,0,157,1073,2,161,1110,0,93,1098,16,66,2
2451007-001,24,510,07-001,91,311,3,2,0,23,380,0,25,381,0,13,378,5,10,2
2451007-002,24,510,07-002,21,66,0,0,0,3,78,0,4,77,0,0,85,0,1,0
2451007-003,24,510,07-003,161,560,6,6,2,26,700,0,30,696,2,16,706,3,19,3
2451007-004,24,510,07-004,140,451,7,10,0,27,576,0,31,578,0,18,586,4,10,0
2451008-001,24,510,08-001,13,34,0,0,0,0,41,2,1,45,0,4,42,0,1,0
2451008-002,24,510,08-002,132,451,6,2,0,36,544,2,37,543,1,30,537,5,12,1
2451008-003,24,510,08-003,128,468,3,4,1,23,572,0,38,561,1,20,571,1,12,0
2451008-004,24,510,08-004,19,107,0,2,0,1,123,0,10,118,0,3,125,0,0,0
2451008-005,24,510,08-005,128,423,10,7,0,27,533,0,31,537,0,9,548,8,9,0
2451008-006,24,510,08-006,217,652,4,1,0,39,829,0,51,819,0,24,836,7,15,0
2451008-007,24,510,08-007,103,425,6,6,1,20,513,2,18,515,3,8,518,1,9,3
2451008-008,24,510,08-008,280,410,0,6,1,86,588,2,112,575,0,84,578,3,34,0
2451008-009,24,510,08-009,15,20,0,0,0,4,31,0,1,34,0,3,32,0,0,0
2451008-010,24,510,08-010,262,841,10,13,3,48,1056,2,55,1075,1,18,1100,5,18,1
2451008-011,24,510,08-011,45,178,1,3,0,4,211,0,7,218,0,3,222,1,3,0
2451009-001,24,510,09-001,54,175,0,3,0,8,224,0,10,226,0,1,230,0,4,0
2451009-002,24,510,09-002,89,318,6,4,0,17,388,3,29,381,2,10,396,7,10,0
2451009-003,24,510,09-003,132.4,606.6,7.3,3.4,3.3,41.3,702.4,2.4,36.2,716,2.4,19.8,705,8.2,19.3,3.9
2451009-004,24,510,09-004,205,815,2,12,2,58,925,10,66,961,2,43,972,7,20,0
2451009-005,24,510,09-005,156,547,0,10,2,38,650,2,51,657,0,38,643,7,19,2
2451009-006,24,510,09-006,204,742,7,7,0,40,901,0,42,918,4,22,925,7,16,2
2451009-007,24,510,09-007,180,585,3,9,2,31,732,0,31,750,0,20,734,13,15,0
2451009-008,24,510,09-008,82,292,0,6,0,8,363,2,8,369,0,5,373,1,3,2
2451009-009,24,510,09-009,92,262,2,4,0,17,337,0,23,337,2,20,327,3,12,2
2451009-010,24,510,09-010,78.6,383.4,1.7,2.6,1.7,13.7,440.6,2.6,18.8,444,2.6,10.2,444,0.8,7.7,5.1
2451009-011,24,510,09-011,15,49,2,2,0,1,66,0,1,66,0,1,65,1,0,0
2451009-012,24,510,09-012,118,416,0,2,0,19,506,2,22,514,0,8,520,3,6,2
2451009-013,24,510,09-013,52,122,0,3,0,7,167,0,8,165,0,8,164,0,3,0
2451009-014,24,510,09-014,131,431,3,3,0,20,544,0,18,553,0,20,544,7,7,2
2451009-015,24,510,09-015,110,474,4,0,0,16,562,2,30,555,0,9,571,0,15,0
2451010-001,24,510,10-001,95,422,3,3,1,21,501,0,27,494,0,13,509,5,6,0
2451010-002,24,510,10-002,107,407,1,4,0,7,503,0,14,510,0,1,521,1,6,1
2451010-003,24,510,10-003,37,96,0,0,0,8,121,0,7,126,0,5,125,0,1,0
2451010-004,24,510,10-004,30,201,1,0,1,3,221,0,8,224,0,4,228,0,4,0
2451011-001,24,510,11-001,193.4,723,5.8,17.2,0,75.7,835,4.8,82.3,849.4,1,61.3,830.2,15.3,22,1.9
2451011-002,24,510,11-002,58,230,2,2,0,17,265,0,22,264,0,17,264,4,9,0
2451011-003,24,510,11-003,202,719,6,6,0,70,838,3,68,863,3,38,873,8,20,3
2451011-004,24,510,11-004,0,21,0,0,0,0,21,0,0,23,0,0,23,0,0,0
2451011-005,24,510,11-005,100,559,3,9,3,50,587,3,41,630,0,21,623,7,26,0
2451011-006,24,510,11-006,292.2,1028,3.2,13.1,2,122.3,1192,5.1,116.3,1219.2,3,79.9,1219.1,8.2,35.4,3
2451011-007,24,510,11-007,199,760,9,12,2,91,860,3,81,892,3,45,865,15,50,5
2451012-001,24,510,12-001,658.8,1132.2,3.1,12.2,2.1,225.4,1510.4,5.2,251.2,1552.1,0,196.8,1534,14.3,51.4,3
2451012-002,24,510,12-002,62,102,3,0,0,30,127,0,40,121,0,32,128,3,4,0
2451012-003,24,510,12-003,100.6,425.7,2.9,15.6,2.9,37.1,495,6.8,43.9,505.8,2.9,27.3,492.1,3.9,21.5,9.8
2451012-004,24,510,12-004,145.7,512.3,3.8,9.4,2.8,56.4,597.8,6.6,45.1,626,1.9,31,620.4,10.3,14.1,0
2451012-005,24,510,12-005,115,626,0,6,0,31,673,21,40,700,9,28,694,7,13,8
2451012-006,24,510,12-006,101,484,0,6,0,42,521,8,37,547,3,30,520,11,20,10
2451012-007,24,510,12-007,98,742,4,9,4,28,797,10,33,806,9,17,808,12,20,5
2451012-008,24,510,12-008,167,775,4,10,3,72,844,5,66,886,4,42,868,14,31,8
2451012-009,24,510,12-009,228.3,793.8,4.2,21.7,2.1,100.7,901.7,17.5,107.9,937.1,2.2,86.7,890.7,19.9,49.9,3.2
2451012-010,24,510,12-010,82,532,7,19,0,30,591,2,29,612,2,17,591,7,20,5
2451012-011,24,510,12-011,89,338,2,2,0,28,394,0,19,417,0,5,418,5,9,2
2451012-012,24,510,12-012,117.6,766,2.2,10.8,2,33.4,855,0.2,30.6,867.6,2,15.7,860.8,7.7,19,0.1
2451012-013,24,510,12-013,8,29.8,0.2,0.7,0.2,3,34.8,0.4,2.8,36.1,0.1,1.8,35.5,0.5,1.1,0.2
2451013-001,24,510,13-001,238,599,3,9,0,87,742,2,82,770,0,56,771,5,26,0
2451013-002,24,510,13-002,296,506,9,16,0,94,700,2,123,696,1,89,666,19,51,0
2451013-003,24,510,13-003,454,1010,4,18,0,196,1240,3,239,1213,0,177,1200,27,53,11
2451013-004,24,510,13-004,366,460,6,3,0,157,647,2,206,613,3,156,598,16,45,3
2451013-005,24,510,13-005,195,390,4,6,0,82,496,3,93,498,0,75,477,18,22,0
2451013-006,24,510,13-006,109.4,553.4,3.5,3,0,24.3,631.9,0,32.2,630,0,16.7,632.9,7.1,11.7,0
2451013-007,24,510,13-007,104,448,7,4,0,19,522,0,19,541,0,10,524,3,18,0
2451013-008,24,510,13-008,152,685,4,7,0,35,786,5,36,804,1,16,808,8,18,3
2451013-009,24,510,13-009,19.7,101.7,0.5,0,0,4,114.9,0,5.2,115.9,0,2.5,115.9,1,2.5,0
2451013-010,24,510,13-010,117.8,622.9,3,4,0,33.7,692.2,3,41.6,702.1,0,20.8,695.2,10.9,19.8,3
2451013-011,24,510,13-011,381.6,979.2,3.8,12.3,1.9,138.3,1191.3,9.5,176.1,1199.9,3.8,120.3,1192.3,15.2,51.1,2.8
2451013-012,24,510,13-012,383,912,7,13,3,170,1099,7,185,1119,2,134,1103,13,55,5
2451013-013,24,510,13-013,27,47,0,0,0,11,63,0,10,65,0,8,65,0,1,0
2451014-001,24,510,14-001,103,495,0,7,0,40,547,3,33,577,0,24,565,5,18,3
2451014-002,24,510,14-002,76,341,0,7,0,32,377,5,33,392,0,18,393,3,16,0
2451014-003,24,510,14-003,48,239,2,6,1,9,280,2,11,284,1,7,284,1,3,5
2451014-004,24,510,14-004,210,853,2,4,0,51,1001,7,44,1039,0,25,1013,11,39,0
2451014-005,24,510,14-005,48,122,0,0,0,9,155,2,10,157,0,9,157,1,1,0
2451015-001,24,510,15-001,137,446,4,4,0,21,562,0,26,561,3,14,568,5,7,2
2451015-002,24,510,15-002,57,268,3,0,0,8,314,0,10,318,0,3,321,5,1,0
2451015-003,24,510,15-003,222,760,12,13,3,42,970,0,42,972,3,14,983,7,22,2
2451015-004,24,510,15-004,82,291,3,4,0,5,375,2,12,364,0,12,362,3,6,0
2451015-005,24,510,15-005,126,481,2,6,0,23,582,0,26,583,2,16,594,3,6,0
2451015-006,24,510,15-006,156,647,4,4,0,16,784,3,26,772,6,10,777,8,9,5
2451015-007,24,510,15-007,103,478,2,3,0,15,570,0,15,575,3,5,577,0,12,0
2451015-008,24,510,15-008,76,267,0,2,3,11,329,2,14,329,2,8,333,1,10,0
2451015-009,24,510,15-009,176,762,4,10,0,40,893,2,40,918,0,17,915,7,16,0
2451015-010,24,510,15-010,129.7,458,3,5.9,0,12.8,583.8,3,20.6,576.9,0,13.8,574.9,3,3.9,3
2451015-011,24,510,15-011,127.2,386.8,2,3.1,0,21.2,487,0,15.3,499.8,3,9.2,506.8,5,7.1,2
2451015-012,24,510,15-012,18,62,0,0,0,5,78,0,4,78,0,0,80,0,4,0
2451015-013,24,510,15-013,48,198,0,4,0,5,245,0,14,237,0,7,248,0,0,0
2451015-014,24,510,15-014,118,455,2,2,0,15,558,0,22,557,2,8,558,3,6,2
2451015-015,24,510,15-015,40,186,2,3,2,3,225,0,5,226,0,4,230,0,3,0
2451015-016,24,510,15-016,70,219,3,4,0,11,283,0,14,280,0,11,285,4,0,0
2451015-017,24,510,15-017,156,489,7,2,2,16,627,0,27,623,2,8,649,4,1,0
2451015-018,24,510,15-018,193,701,4,3,2,31,861,3,31,859,4,12,882,8,12,2
2451015-019,24,510,15-019,7,34,0,0,0,0,38,0,4,37,0,1,40,0,0,0
2451015-020,24,510,15-020,171,723,6,2,0,26,857,2,34,855,2,11,870,4,22,0
2451015-021,24,510,15-021,85,299,6,2,0,11,374,0,11,377,0,4,383,3,4,0
2451015-022,24,510,15-022,129,341,3,2,4,23,447,5,27,446,3,20,452,3,7,2
2451015-023,24,510,15-023,92,472,2,3,0,12,550,2,18,550,2,13,554,1,13,2
2451015-024,24,510,15-024,113,416,7,7,0,28,504,0,15,532,0,16,520,4,9,0
2451015-025,24,510,15-025,45,143,2,0,0,5,184,0,12,177,0,5,185,0,1,0
2451016-001,24,510,16-001,49,210,4,0,0,8,253,0,10,254,1,3,258,5,3,0
2451016-002,24,510,16-002,74,297,3,3,0,13,362,0,20,361,0,4,378,4,4,0
2451016-003,24,510,16-003,54,198,3,3,0,9,233,0,12,244,0,5,244,5,4,0
2451016-004,24,510,16-004,48,131,0,2,0,9,169,0,12,169,0,3,171,1,6,0
2451016-005,24,510,16-005,144,428,3,0,0,8,564,2,20,563,1,13,563,1,4,3
2451016-006,24,510,16-006,131,472,6,2,1,28,582,0,30,584,0,18,588,4,9,0
2451016-007,24,510,16-007,97.8,396,1.9,0,0,8.6,478.6,0,20.9,477.6,0,4.8,488,2.9,5.7,0.9
2451016-008,24,510,16-008,68,257.9,2,2,0,8.1,310.8,2,12.2,310.8,0,3,325.9,3,3.1,1
2451016-009,24,510,16-009,115,428,2,2,1,20,515,0,12,540,0,5,535,3,6,3
2451016-010,24,510,16-010,46,257,2,6,0,5,294,0,4,303,0,4,301,1,4,0
2451016-011,24,510,16-011,67,196,1,4,0,11,257,0,3,263,0,3,262,3,7,0
2451016-012,24,510,16-012,162,527,7,6,1,35,660,0,31,664,1,20,677,4,12,0
2451016-013,24,510,16-013,109,401,2,2,0,21,484,0,27,480,0,14,484,7,4,0
2451016-014,24,510,16-014,191,730,3,2,0,19,896,0,26,904,0,16,895,4,19,0
2451017-001,24,510,17-001,10,50,0,0,0,3,55,0,4,58,0,1,60,0,0,0
2451017-002,24,510,17-002,140,698,7,15,0,36,815,2,38,821,4,20,818,7,25,3
2451018-001,24,510,18-001,68,225,3,0,0,5,283,0,14,283,0,8,279,3,4,0
2451018-002,24,510,18-002,140,414,3,13,0,52,496,2,53,504,1,37,497,8,23,2
2451019-001,24,510,19-001,128,364,10,6,0,8,500,0,33,484,0,8,500,3,10,0
2451019-002,24,510,19-002,179,362,3,3,0,63,463,2,70,460,4,49,450,9,25,0
2451019-003,24,510,19-003,16,52,0,0,0,3,66,0,4,63,0,1,66,0,2,0
2451020-001,24,510,20-001,134,411,6,6,0,17,536,0,27,527,3,9,538,5,7,2
2451020-002,24,510,20-002,51,139,3,2,0,7,182,2,11,180,1,5,185,3,3,2
2451020-003,24,510,20-003,58,320,4,4,0,9,369,0,16,374,0,8,372,1,7,0
2451020-004,24,510,20-004,20.2,104.1,0.1,2,0,4.4,121.7,0,4.9,121.6,0,4.2,121.1,0.1,1.2,0
2451020-005,24,510,20-005,68,294,4,3,0,13,352,0,19,344,0,5,361,1,4,0
2451020-006,24,510,20-006,173,798,4,7,0,16,965,0,26,962,0,8,967,9,15,0
2451020-007,24,510,20-007,170,564,6,6,0,28,706,0,45,693,3,25,691,7,16,2
2451020-008,24,510,20-008,60,155,0,0,0,8,202,2,14,197,1,10,196,1,7,0
2451020-009,24,510,20-009,97,125,4,3,2,40,182,0,52,175,0,33,170,7,19,2
2451020-010,24,510,20-010,24.2,52.9,2.7,0,0,10.8,67.2,0,14.3,64.5,0,12.5,66.3,0,0,0
2451020-011,24,510,20-011,132,232,3,3,0,48,314,2,70,291,1,47,305,1,13,3
2451020-012,24,510,20-012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2451021-001,24,510,21-001,137.3,269.2,2.8,5.5,0,65.9,328.7,2.8,64.1,343.4,1.8,41.2,346.1,11,20.1,1.8
2451021-002,24,510,21-002,207.7,597.8,6.2,3.5,0,96.1,686.3,2.2,86.9,718.6,0.2,54.8,717.9,10,27.9,6.2
2451021-003,24,510,21-003,273.5,547,9.9,2,2,96.5,722.1,3,121.3,702.2,3,86.5,709.2,14.9,25.9,2
2451021-004,24,510,21-004,85.8,196.6,1.9,1.9,0,27,249.6,1.9,32.8,250.6,1.9,23.1,243.8,2.9,15.4,1.9
2451021-005,24,510,21-005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2451022-001,24,510,22-001,307.3,287.9,0.9,5.5,0,119,449.4,7.4,140.3,448.5,0,103.3,469.7,2.8,28.6,0
2451022-002,24,510,22-002,503,516,7,3,2,202,783,5,243,789,2,160,811,16,41,0
2451023-001,24,510,23-001,429,419,3,9,1,184,642,0,238,597,0,156,608,19,58,0
2451023-002,24,510,23-002,273,391.3,3.9,0,0,105.7,528.7,0,127.9,528.7,0,77.9,552.8,6.7,25,0
2451023-003,24,510,23-003,622.2,441,8.6,8.6,0,278.6,765.9,1.7,333.4,718.8,0.8,223.1,758.2,25.6,56.4,0
2451024-001,24,510,24-001,385,313.9,7.2,8.1,4.2,167.3,526.3,2.9,208.5,489.5,4,143.8,501.2,15.1,44,0.5
2451024-002,24,510,24-002,313,289,4,2,0,150,426,2,174,418,1,120,441,9,26,0
2451024-003,24,510,24-003,521.3,399.7,5.4,9.2,0.8,221.8,666.9,3.9,271.8,640.7,0,197.1,643.8,18.5,53.9,2.3
2451024-004,24,510,24-004,937.9,711.2,9.7,3.9,0,388.9,1184,9.7,466.1,1139.6,2.9,311.7,1188.8,29.9,100.3,1.9
2451024-005,24,510,24-005,1514.9,959.4,9.6,12.4,3.8,628.1,1775.5,4.8,810.4,1632.3,5.7,556.5,1699.2,38.2,157.5,4.8
2451025-001,24,510,25-001,262,886,2,4,0,47,1100,0,67,1087,3,51,1097,3,16,1
2451025-002,24,510,25-002,164,573,3,4,0,34,696,3,53,675,1,32,696,12,16,0
2451025-003,24,510,25-003,513.5,322.7,4,6,1,216.9,590.4,5,287.6,532.6,3,241.8,501.8,12.9,62.7,1
2451025-004,24,510,25-004,601.3,304.1,3.4,3,0,272.8,592.7,2,385.3,486.3,1,307.9,494.6,8.1,58.1,3
2451025-005,24,510,25-005,264.8,497.8,2.8,2.8,0,78.6,676.5,0,114.2,657.8,0,81.4,646.5,6.6,27.1,0
2451025-006,24,510,25-006,98,303,6,2,0,8,405,0,14,403,0,5,400,4,10,0
2451025-007,24,510,25-007,53.2,155.8,0.2,2.8,0,18.8,191.1,0,18.2,192,0.9,12.4,196.2,0.2,1.6,0.9
2451025-008,24,510,25-008,122.4,459.3,8.8,2.9,0,22.5,563.1,0,29.4,563.1,0,15.7,556.3,7.8,15.7,0
2451025-009,24,510,25-009,74,292,0,0,1,11,355,0,11,366,1,5,369,0,1,0
2451025-010,24,510,25-010,93.3,311.3,2.8,1.9,0,13.8,387.9,2.8,12.9,396.2,0,6.5,401.8,0,3.7,0
2451025-011,24,510,25-011,146.3,93.9,2.7,2.7,0,56.9,181.5,0,87.6,149.9,0.9,68.6,146.3,2.7,20.8,0
2451025-012,24,510,25-012,266,203,0,2,0,122,337,0,139,320,0,120,319,11,13,0
2451025-013,24,510,25-013,139.8,114.1,3.1,0.1,0,62,181,0,77.3,164.8,0,62.6,168.4,3.1,12.9,0
2451025-014,24,510,25-014,106.7,211.5,6.5,3.7,0,36.2,287.6,2.8,49.2,281.1,2.8,32.5,276.5,0.9,23.2,0
2451025-015,24,510,25-015,156.3,202.6,4.5,3.3,1,55.4,307.7,0.2,64.6,302,0.2,56.1,289.8,3.1,13.9,1
2451025-016,24,510,25-016,250.8,242.6,5.4,3.5,0,130.9,354.5,0.1,149.1,334,0,132,326.9,4.9,20.9,0
2451025-017,24,510,25-017,62,88,1,0,0,23,123,0,34,115,0,29,116,1,1,0
2451025-018,24,510,25-018,38.8,69.6,2,0,0,8.9,96.5,0,20.9,87.6,0,17.9,82.6,1,4,0
2451026-001,24,510,26-001,104.4,29.6,2,2,0,37.4,91.6,0,55.2,75.9,0,48.3,72.9,3,5.9,0
2451026-002,24,510,26-002,195,300,3,6,1,74,417,2,101,387,1,79,387,7,15,3
2451026-003,24,510,26-003,347,172,7,10,0,165,342,3,208,308,0,181,318,7,12,0
2451026-004,24,510,26-004,216,151,2,0,0,75,271,0,115,231,0,88,230,9,20,0
2451026-005,24,510,26-005,152,112.2,3,2.1,0,73.3,183.1,0.1,88.3,168.1,0,64.3,180,3.4,14.6,0.1
2451026-006,24,510,26-006,195,140,4,0,1,86,227,2,104,220,1,88,228,1,12,2
2451026-007,24,510,26-007,345,251.8,0,2.9,0,154.7,395.9,1.9,179.7,395.9,0,131.7,394,10.6,39.4,1.9
2451026-008,24,510,26-008,472.1,348,5.6,5.6,0,248.3,536.1,4.7,269,536.1,0,188.1,571.8,24.4,33.9,1.9
2451026-009,24,510,26-009,871,493,13,10,1,379,953,0,436,895,0,323,921,22,87,3
2451026-010,24,510,26-010,342,519,7,10,0,162,676,2,197,663,1,146,669,23,28,1
2451026-011,24,510,26-011,134,134,7,2,1,60,202,3,79,189,0,54,190,5,22,0
2451026-012,24,510,26-012,43,151,0,0,0,8,181,0,12,174,0,12,179,0,3,0
2451026-013,24,510,26-013,281,96,2,0,0,131,231,0,168,197,0,138,201,4,25,0
2451026-014,24,510,26-014,167,120,4,3,0,97,181,0,108,177,2,88,185,1,12,3
2451026-015,24,510,26-015,143,440,1,2,0,27,555,2,30,557,0,24,554,1,9,1
2451026-016,24,510,26-016,95,413.8,1,2,0,13,491.8,0,20,493.8,0,8,496.8,3,6,0
2451026-017,24,510,26-017,60,192,0,3,0,11,238,0,14,241,0,9,242,4,1,0
2451026-018,24,510,26-018,106,402,0,2,0,16,483,2,15,498,1,13,491,1,4,2
2451026-019,24,510,26-019,164,522,6,4,2,24,663,2,25,680,0,12,682,4,9,2
2451026-020,24,510,26-020,58,253,0,3,0,13,294,0,14,297,0,8,293,1,6,1
2451026-021,24,510,26-021,64,324,3,3,0,9,382,0,5,394,0,7,370,5,12,0
2451026-022,24,510,26-022,79,245,2,2,1,17,311,0,16,317,0,9,310,3,10,1
2451026-023,24,510,26-023,88,372,2,2,0,20,434,0,22,444,0,13,430,4,10,0
2451026-024,24,510,26-024,150,573,3,6,0,30,706,0,22,716,1,16,703,9,13,0
2451026-025,24,510,26-025,119,413.2,6,3,1,28,509.2,0,29,512.2,0,21,512.2,5,6,0
2451026-026,24,510,26-026,210,487,9,3,0,51,642,0,77,630,1,47,634,13,15,1
2451026-027,24,510,26-027,185,355,0,0,0,50,487,2,64,475,1,47,480,0,10,0
2451026-028,24,510,26-028,79,289,0,2,0,9,355,0,18,354,0,10,355,0,6,0
2451026-029,24,510,26-029,286,956,4,10,2,56,1192,2,78,1176,3,54,1180,14,26,0
2451026-030,24,510,26-030,153,326,4,2,0,32,446,0,48,427,0,38,421,8,16,0
2451026-031,24,510,26-031,185,186,2,0,0,59,303,2,88,278,0,74,275,3,18,0
2451026-032,24,510,26-032,179,574,3,9,1,31,732,0,48,720,1,24,723,5,19,0
2451026-033,24,510,26-033,135,524,4,2,0,26,628,0,20,647,0,17,642,3,4,1
2451027-001,24,510,27-001,284,675,3,12,2,90,866,8,120,864,3,83,853,9,31,2
2451027-002,24,510,27-002,182,326,4,6,2,59,438,0,82,432,0,59,415,13,26,2
2451027-003,24,510,27-003,128,245,0,4,0,43,326,0,45,327,1,33,329,1,10,3
2451027-004,24,510,27-004,129,213,0,3,1,46,282,2,55,291,0,45,273,5,19,5
2451027-005,24,510,27-005,435,824,3,24,3,141,1112,2,187,1089,1,152,1060,8,58,0
2451027-006,24,510,27-006,374,947,9,13,4,95,1230,3,126,1221,3,92,1186,15,42,5
2451027-007,24,510,27-007,168.2,360.6,2.1,9.3,0,29.6,501.1,0.1,48.1,488.6,1,36.8,486.1,3.2,8,0
2451027-008,24,510,27-008,460.2,730,5.7,14.3,1.9,131.1,1055.2,2.9,203.8,982.5,1.9,139.7,1004.5,11.5,50.7,0
2451027-009,24,510,27-009,350.6,578.5,2.1,9.4,1,125.3,791.7,0.1,179.2,744.9,1,133.5,759.4,4.3,43.3,0
2451027-010,24,510,27-010,290,196,3,4,0,110,368,0,160,315,0,127,310,4,34,0
2451027-011,24,510,27-011,796,708,7,12,0,320,1148,7,436,1044,1,326,1040,20,92,5
2451027-012,24,510,27-012,204,166,3,2,0,78,293,0,120,244,1,95,242,8,19,0
2451027-013,24,510,27-013,378.2,830.7,2,6,3,133.1,1059.8,3,174.1,1027.8,4,135.1,1018.8,12,32,3
2451027-014,24,510,27-014,594,841,9,16,0,225,1207,2,308,1122,3,247,1117,11,63,2
2451027-015,24,510,27-015,235.8,709.7,4.1,3,2,52.2,887.2,3,71.3,878.2,0,51.3,884,3.2,19,0
2451027-016,24,510,27-016,117.2,271.9,2,7,0,43.2,350.9,2,51.2,348.8,0,46.2,338.7,3.1,13,2
2451027-017,24,510,27-017,208,452,4,4,0,59,593,3,68,589,4,43,585,13,28,0
