GEOID20,STATEFP,COUNTYFP,DISTRICT,G16PRERTRU,G16PREDCLI,G16PRELJOH,G16PREGSTE,G16PREOMCM,G16PRECCAS,G16PREOOTH,G16USSRKEN,G16USSRBOU,G16USSRFLE,G16USSRMAN,G16USSRDUK,G16USSRCRA,G16USSRCAO,G16USSRMAR,G16USSRPAT,G16USSDCAM,G16USSDFAY,G16USSDEDW,G16USSDLAN,G16USSDPEL,G16USSDWIL,G16USSDMEN,G16USSLCLE,G16USSLGIL,G16USSOLAN,G16USSOTAY,G16USSNBIL,G16USSNHEB,G16USSNMAR,G16USSNWEL,R16USSRKEN,R16USSDCAM
220690002-1,22,069,0002-1,125.5,17.9,0.9,0,0.2,0,1.6,50.5,2.1,39.7,5.1,12.2,3.1,0.8,0,0,17.8,3.2,0.2,0.1,0,0.8,0,0,0,0.9,0,0.1,0,0,0,58.5,10.1
220690002-2,22,069,0002-2,115,30,1,0,1,0,0,41,0,57,3,2,6,0,0,0,20,9,0,2,0,0,0,0,0,0,0,3,0,0,0,60,20
220690002-3,22,069,0002-3,260.1,11.4,1.1,1.1,0.1,0,0,92.1,7.8,90.9,24.8,11.7,6.4,0.1,0,0,12.8,6.6,1.1,2.2,0,0,0,1.1,0,0,0,1.1,0,0,0,137,4.8
220690002-4,22,069,0002-4,196,100.1,3.4,0.3,0,0,0.6,93,5.2,62.4,3.5,10.2,9.4,1.7,0.9,0,69.9,19.8,3,3.9,0.6,0,0.3,0.8,0.9,0,0,1.1,0.6,0.6,0,103.8,52.8
220690002-5,22,069,0002-5,251.3,47.2,3.2,0,0,2.1,3.3,90.3,9.5,93.9,5,14.4,5.6,0.3,1,0,55.2,6.9,4,2.3,0,0.1,0,3,0,0.1,0,4.1,0.2,0,0,132.6,21.2
220690002-6,22,069,0002-6,262.4,46.4,2.9,0.9,0,1.9,1.9,90,6.7,77.8,7.6,16.1,4.7,2.8,0,0.9,69.1,9.4,1,5.7,0,0,0.9,1,0.9,0,0,3.8,2.8,0.9,0,108.2,21.8
220690002-7,22,069,0002-7,31.6,196.1,0,0.9,2.8,0,1.8,22.1,5.6,7.4,0,1.9,2.8,0.9,0,0,149.2,22.2,9.2,10.2,0,0,0.9,0.9,0,0,0,3.7,0,0,1.8,30.4,95.9
220690002-8,22,069,0002-8,127,435.8,3.4,3,0.1,0,2.2,40.7,5.9,42.9,4.2,9.8,2.6,1.4,0.3,0,320.7,44.1,13.1,11.3,0,3,1,0.1,0,0.4,1,7.1,1,1,0,50.2,201.8
220690002-9,22,069,0002-9,503,68.6,2.7,0,0.9,0,1.8,138,23.1,188.8,25.8,38.3,12.5,2.7,2.7,0,98.8,8,0.9,1.8,0,0,0,0.9,0,3.6,0,0.9,0,0,0,205.7,21.4
220690003-1,22,069,0003-1,451.3,38.7,4,1,0,2,1,180.5,9.9,171.6,13.9,30.8,5,4,0,0,33.7,8.9,3,0,0,1,0,1,1,0,0,0,0,1,0,185.5,6.9
220690003-2,22,069,0003-2,181.7,30.3,1,0,0,1,0,49.5,4.1,98.4,4.1,10.2,4,0,0,0,26.3,4.1,1,2,0,0,0,1,0,0,0,0,1,0,0,111.5,18.1
220690003-3,22,069,0003-3,108.3,23.7,1.7,0.1,0,0,1,25.6,10.3,27.3,8.4,8.4,3.4,3,0,0,28.1,3.4,0,6.3,0.1,0.1,1,1.1,0,0,0.1,0,0,0.1,0,43.9,15.9
220690003-4,22,069,0003-4,101.7,108.1,1,3.1,0.2,0,0.2,25.9,4.5,31.6,3,10.2,1.2,3.1,0,0,73,13.9,1.8,0.9,0,0,0.1,1.1,0,0,1,1.3,0,2,0.2,38.6,34.4
220690003-5,22,069,0003-5,343.5,43.2,1,1,0,0,0,117.7,7.8,142.6,11,26.3,1.3,0,3.1,0,47.2,1.1,3,0,0,1,0,0,3,1,0,3,1,0,1,139.5,19.2
220690003-6,22,069,0003-6,388,21,7,0,1,0,0,134,20,133,6,28,12,1,3,0,40,3,3,2,0,0,0,3,3,1,0,0,0,0,0,164,18
220690003-7,22,069,0003-7,19,64,1,0,0,0,0,10,1,8,1,0,0,1,0,0,35,4,3,4,0,0,0,0,1,1,0,1,0,0,0,6,20
220690003-8,22,069,0003-8,275.5,107.2,8.3,0.9,0,0,0,94.3,3.7,127.6,5.6,17.6,4.6,0,0,0,87.8,17.6,0,3.7,0.9,0.9,0,0.9,0,0,0.9,0,0,0.9,0,135,60.1
220690003-9,22,069,0003-9,65,2.8,0,0,0,0,0,19.9,9.3,18.8,0.2,3.7,3.7,0,0.9,0,2.8,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,30.4,2.9
220690004-1,22,069,0004-1,96.5,105.7,3.7,2.8,0.9,0.9,0,46.9,9.2,30.3,7.3,0.9,0.9,0,0,0,82.7,13.8,2.8,0,0,2.8,0,0,0,0.9,0,0.9,0,0,0,40.4,45
220690004-2,22,069,0004-2,3.8,288.1,1.1,0.1,0,0,1,4.8,4.4,1.2,0.3,1,1,0,0,0,163.2,49.5,11.1,6,1,1.1,0,0,0,3,0,10,0,0,0,1.6,120.8
220690004-3,22,069,0004-3,155.3,131.8,3.3,1.1,0,0.4,1.3,59.7,14.7,50.3,15.9,5.1,1.6,0.6,0.3,0,97.3,29.9,4.3,4,0.1,2.2,0.2,0.4,0.1,0.3,0,0.4,1.1,0.1,0.1,89.1,68.8
220690004-4,22,069,0004-4,239.2,204.4,3.3,1,0,3,2.6,84,22.7,77.6,6.2,12.9,9.5,3.5,2.6,0,132.5,44.1,5.9,14.8,0.9,1.9,0,0,0.9,2.6,0,2.6,0.9,0,0.9,115,79.3
220690004-5,22,069,0004-5,136.9,12,3.5,0,0,2.7,0,37.9,14.3,53.4,2.7,10.7,5.4,0.1,0,0,16.9,3.3,3.6,0.2,0,0,0,0,0,0,0,0,0,0,0,45.4,4.8
220690004-6,22,069,0004-6,212.4,25,4,0,0,0,3,68.2,13,75.1,14.1,17,10,4,0,1,18,1,1,2,0,0,0,0,0,0,0,1,1,1,0,87.3,5
220690004-7,22,069,0004-7,70.1,2,0,0,0,0,0,28.2,2.9,19.5,10.7,2,1,0,0,0,2.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,41.9,3.9
220690004-8,22,069,0004-8,167,19,3,0,1,0,0,66,10,57,1,6,3,3,0,0,26,6,0,2,1,1,0,3,0,1,0,0,0,0,0,67,8
220690004-9,22,069,0004-9,310.2,211.4,6.1,6.1,3,0,0,118.1,29.4,131,9.6,14.4,6.1,1,0,0,127.6,50.7,7.2,7.1,0,1.1,0,3.1,1,0,0,4,1,0,0,117.8,88.8
22069001-10,22,069,001-10,481,101,16,1,3,0,3,176,23,199,23,17,9,3,0,0,93,13,4,9,2,0,0,4,4,4,0,5,4,0,0,217,50
22069001-11,22,069,001-11,521.5,367.8,29.2,6.8,2.9,2,4.9,190.7,40.9,215,16.5,19.5,11.7,6.8,2.9,1,264.6,76.9,6.8,31.1,1,3.9,0,6.8,3.9,2.9,0,2.9,3.9,1,2,239.3,193.6
22069001-12,22,069,001-12,293,121,20,4,1,2,2,111,16,135,3,11,3,3,2,0,89,34,1,9,0,1,0,9,0,2,0,1,0,1,0,182,77
22069001-13,22,069,001-13,15.9,499.3,7,3,1,0,2,25.9,10,6,0,4,1,0,1,0,259.1,82.7,15.9,29.9,6,0,2,3,3,0,0,13,1,0,0,7,177.4
22069001-14,22,069,001-14,29,266,3,3,0,0,0,6,2,22,1,7,1,0,0,0,173,26,9,2,0,0,0,0,1,2,0,3,0,5,0,10,69
22069001-1A,22,069,001-1A,75.4,52.5,0.7,2.2,1.5,0,1.5,22.2,1.5,34.7,2.2,3.7,0.7,0,0,0,49.5,8.9,2.2,1.5,0,0,0,0,0,1.5,0,3.7,0,0,0,31.8,31
22069001-3A,22,069,001-3A,41,28.1,6,4,0,0,0,15,7,24,0,1,0,0,0,0,14.1,9,2,6,0,0,0,3,0,0,0,0,0,0,0,24,24
22069001-4A,22,069,001-4A,41,114.7,13.7,2.5,0,0.1,0.1,15.8,6.6,6.6,1.2,1.2,7.5,2.1,2,0,56.4,22.7,13.3,12.8,2.2,1.3,2.1,3.2,1.1,0.2,2,0.5,0.1,0.2,0,1.9,11.4
22069001-5A,22,069,001-5A,7.3,211.2,0,0.1,0,0.1,1.9,10,3,2.9,0,1.9,0.2,2.7,0,0,125,23.9,8.7,12.6,0.1,0,1.9,2.8,0.9,1.8,0.1,2.9,0,0,0,0.5,58.3
22069001-9A,22,069,001-9A,164.1,87.9,3.2,3,3.5,0.1,0.1,64.8,9.3,61.9,7.2,9.8,3.9,2.8,0,0,59.7,9.9,5.3,6.8,0.2,1.1,0.1,1.1,1,0.2,1.8,3,1,1,0,85.9,31.4
22069002-7A,22,069,002-7A,82.7,50.3,1.2,1,0.6,0.2,0.9,26.8,4.4,28.9,3.8,6.7,1.8,0.1,0.1,0,41.1,12.6,1.3,3.1,0,0.1,0.1,0,0.2,0.6,0.1,1.4,0,0.1,0,36.2,33.8
22069003-10,22,069,003-10,68,10,0,0,0,0,0,18,6,19,6,4,1,0,0,0,18,3,0,0,0,0,0,0,1,1,0,0,0,0,0,35,12
2206901-10A,22,069,01-10A,199.7,42.6,6.3,0.3,0.5,2,2,70.5,8.2,75.2,8.9,14.3,5.5,0.3,0,2,34.3,6.8,0.5,2.7,2,0.1,0,0.1,0.1,0,0.2,0.3,1.1,0.1,2,78.5,21.3
2206901-10B,22,069,01-10B,261,57,4,0,0,0,2,95,23,119,9,6,7,0,0,0,31,16,4,0,0,1,0,3,0,0,0,1,0,0,0,132,35
220710001-1,22,071,0001-1,87.2,416.3,28.7,6.9,2.9,0,1.9,38.3,50.3,11,5.8,4.8,4.8,9.9,0,0,131.1,179.9,22.9,26.7,1.9,2.9,2.9,8.5,2.9,0,0,3.9,1.9,2,3.8,26.8,171
220710001-2,22,071,0001-2,46,240,11,6,1,0,0,19,24,5,0,3,3,8,0,0,81,125,5,6,0,2,0,3,3,2,0,4,2,2,0,24,118
220710001-5,22,071,0001-5,122,333,11,10,1,0,0,63,56,8,7,3,1,18,2,4,112,142,7,16,3,0,3,6,0,0,0,2,0,3,0,77,178
220710001-6,22,071,0001-6,10,398,4,14,0,0,3,15,5,2,0,3,0,3,0,0,148,148,29,18,2,0,0,1,2,0,0,8,2,4,2,6,176
220710002-1,22,071,0002-1,180.8,407.7,22.3,14.1,6.1,0,2.1,84.7,69.7,33,10.2,4.2,4.2,27.1,0,2,110.9,203.1,18.1,17.3,0.1,3.1,5.1,1.5,4.1,0,0,5.1,3.1,4,2.2,72.2,180
220710002-2,22,071,0002-2,72,237,6,7,0,2,2,27,27,11,7,5,1,8,0,2,89,93,7,14,0,0,0,1,2,0,0,2,2,0,0,30,104
220710002-4,22,071,0002-4,6.9,623.9,1,4.9,3,0,3,17.7,8.8,6.9,0,3,4.9,3,0,0,186.7,203.4,43.2,33.4,3,2,0,8.8,3,0,2,12.8,2,2,0,6.9,225
220710002-6,22,071,0002-6,5,364,0,3,0,0,0,8,6,2,0,1,0,1,3,2,131,96,27,32,5,2,3,1,2,0,0,4,2,0,0,3,94
220710002-7,22,071,0002-7,12,861,5,12,0,0,8,9,13,0,0,4,4,4,0,0,280,269,133,78,29,17,11,1,4,0,0,8,8,6,0,4,169
220710003-1,22,071,0003-1,328.8,611.4,46.1,12.2,1,0,3,151.6,154.3,37.1,14.1,5.1,8.1,27,10,7,159.3,300.6,17.4,54.2,5,0,6,9,4,0,0,1.1,2,2,0,160.4,317.8
220710003-8,22,071,0003-8,35.1,721.1,9,11.1,1,2,3,11.3,15.2,2.1,0,5,5.1,5,2,0,251.3,240.6,83.8,54.6,10.1,3,2,5.2,3,0,2,8.2,0,4,2,7.1,220
220710003-9,22,071,0003-9,22,409,3,9,0,0,3,18,5,4,0,3,4,9,0,0,128,146,34,24,2,0,8,3,3,0,0,8,3,3,0,4,151
220710004-2,22,071,0004-2,67.2,384.6,6.9,13.8,0,0,0,48.5,25.7,6.9,4,5.9,4,3,3,2,113.7,144.3,38.6,19.8,2,0,3,1,0,0,0,7.9,0,0,0,35.6,153.2
220710004-3,22,071,0004-3,23,458,10,7,1,2,2,9,8,9,7,1,1,3,0,0,177,120,27,32,5,0,6,5,4,0,2,7,0,0,4,9,154
220710004-5,22,071,0004-5,8,251,4,15,1,0,0,9,3,1,3,0,0,4,0,0,109,74,22,16,2,0,3,3,3,0,0,8,2,3,0,6,120
220710004-6,22,071,0004-6,33.5,192.7,7.4,10.8,0.3,0,2,7.1,18.1,1.6,4.1,5,1.2,4.2,3,0.1,68.4,88.7,8,13.5,0.2,2,6.2,4.3,4,0.1,0,0.3,0,2,0,14.7,111.3
220710004-7,22,071,0004-7,58,209,7,6,0,0,3,34,19,5,3,0,0,8,2,0,77,99,10,4,5,0,5,5,1,0,0,1,0,2,0,22,109
220710004-8,22,071,0004-8,106,335,26,7,0,0,0,57,35,8,6,9,4,17,0,0,122,158,12,10,5,0,0,6,0,0,0,2,0,3,0,55,237
220710004-9,22,071,0004-9,346.9,471.1,64.6,28.8,9.9,4,3,213.7,109.3,32.8,24.9,9.9,8.9,41.8,6,2,141.1,250.5,25.8,13.9,6,3,8,14.9,5,0,0,5,3,4,0,183.9,320
220710005-1,22,071,0005-1,64,146,1,4,0,0,2,30,27,9,1,4,1,8,0,0,45,61,7,8,2,2,5,1,1,0,0,0,0,0,0,34,73
220710005-2,22,071,0005-2,72,134,6,4,3,0,0,28,27,13,1,4,3,5,0,0,54,51,3,2,0,0,2,3,1,0,0,1,2,0,0,35,67
220710005-3,22,071,0005-3,83.1,440,8.7,12.5,0,0,3.1,44.3,25.1,13,9.2,1.4,2.5,10,0.8,0,166.7,186.7,16.3,19.8,2,0,2.8,5.2,1.4,0,0,4.4,3,0.8,0,48.9,195.7
220710005-5,22,071,0005-5,4.9,174,4.3,2.5,0,0,1.9,3.7,1.9,0,1.9,0.6,2.5,0,1.2,0,78.3,62.3,11.7,6.2,0,0,1.2,1.9,0.6,0,0,0.6,0,1.2,0,3.1,54.3
220710005-7,22,071,0005-7,3,432,1,9,0,0,2,9,1,1,3,0,1,1,0,0,204,120,29,32,2,2,3,3,1,2,0,4,0,2,0,0,137
220710005-8,22,071,0005-8,14,273,3,9,0,0,0,12,3,0,1,4,3,1,0,0,116,94,15,10,0,2,6,0,3,0,2,8,2,2,0,5,130
220710005-9,22,071,0005-9,11,317,5,9,1,0,2,16,5,0,0,1,0,3,0,0,134,114,15,14,5,0,3,3,0,0,0,4,0,3,0,3,139
220710006-1,22,071,0006-1,108,277,14,5,6,0,4,61,37,15,3,5,1,9,3,0,102,127,7,4,3,2,8,6,1,0,0,5,4,2,2,72,176
220710006-2,22,071,0006-2,127,366,9,12,1,0,0,45,56,21,14,5,4,9,2,0,137,158,15,14,2,0,2,4,4,0,0,4,0,6,2,88,240
220710006-4,22,071,0006-4,15,348,5,12,0,0,4,11,13,0,3,1,0,1,0,0,150,127,21,30,0,0,3,6,3,0,0,6,0,2,0,6,192
220710006-6,22,071,0006-6,18,606,3,19,3,0,6,16,15,4,1,3,1,8,0,2,270,178,51,36,0,6,8,4,1,0,0,5,3,0,0,9,277
220710006-7,22,071,0006-7,5,305,4,7,0,0,0,8,1,0,1,1,3,0,2,0,147,100,26,10,3,0,6,3,0,0,0,2,0,2,0,1,172
220710006-8,22,071,0006-8,39,361,11,16,4,0,2,33,31,3,1,3,0,5,0,0,144,162,14,16,2,3,5,4,0,0,0,4,2,0,2,39,234
220710006-9,22,071,0006-9,90.4,335.1,17,10.2,2.6,0,0,38.4,58,10.2,5.1,3.4,0.8,16.2,0,0,128.8,144.1,8.5,11.9,1.7,1.7,2.6,0.8,0.8,0,0,0,0,2.6,0,47.8,248.1
220710007-1,22,071,0007-1,89,458,17,22,1,2,2,52,26,12,11,5,3,8,2,0,179,214,26,14,2,2,5,7,1,0,0,2,4,4,2,50,286
220710007-2,22,071,0007-2,66,372,9,21,0,0,4,24,31,9,3,1,1,13,0,0,150,159,21,10,0,0,6,1,4,0,0,5,2,6,0,29,200
220710007-4,22,071,0007-4,8,333,1,11,0,0,0,9,6,1,0,1,0,4,0,0,141,107,14,22,0,2,5,1,0,0,0,5,2,2,0,4,130
220710007-5,22,071,0007-5,8,471,1,7,0,0,4,12,6,1,0,0,1,3,0,0,169,146,43,30,2,5,8,1,0,0,0,9,3,3,0,4,157
220710007-6,22,071,0007-6,24,323,4,12,0,0,0,3,15,0,4,1,0,5,2,4,122,129,21,8,2,0,3,5,1,0,0,2,0,0,0,9,159
220710007-7,22,071,0007-7,7,439,1,1,0,0,2,11,5,3,0,0,0,4,0,0,150,139,48,14,3,0,6,3,1,0,3,14,2,0,2,1,140
220710007-8,22,071,0007-8,10,488,4,10,0,0,0,9,5,3,0,4,1,4,0,0,192,142,58,20,2,0,2,0,1,0,2,8,3,3,0,5,145
220710008-1,22,071,0008-1,43,355,11,15,1,0,3,30,15,7,0,1,3,6,3,0,140,168,9,18,2,2,2,5,3,0,0,0,0,3,2,16,234
220710008-2,22,071,0008-2,28,429,15,20,3,0,3,12,8,4,1,4,0,9,0,0,204,185,10,14,3,2,0,5,3,0,0,5,0,4,0,19,321
220710008-4,22,071,0008-4,7,301,5,15,0,0,2,5,4,0,1,0,0,1,0,0,132,110,21,18,0,3,5,5,0,0,0,4,2,0,0,0,143
220710008-6,22,071,0008-6,12,471,4,22,1,0,4,12,8,0,0,1,1,1,0,0,221,167,24,24,0,0,6,3,1,0,2,7,2,3,0,6,233
220710008-7,22,071,0008-7,4,301,3,5,3,0,0,0,4,1,0,1,0,1,2,1,138,90,22,14,0,0,0,1,3,0,0,5,2,2,0,6,130
220710008-8,22,071,0008-8,1,333,6,7,1,0,4,3,5,0,0,0,0,1,0,0,150,97,33,10,3,2,2,1,1,0,0,4,0,2,0,5,137
220710008-9,22,071,0008-9,4,492,4,5,0,0,2,6,8,3,0,0,1,4,0,1,195,178,29,24,0,0,2,0,1,0,0,5,2,2,0,5,199
220710009-1,22,071,0009-1,56,604,9,19,6,0,3,40,19,15,3,3,1,10,2,0,239,221,53,18,2,0,2,7,1,3,0,7,2,3,0,32,328
220710009-3,22,071,0009-3,22,491,4,3,3,0,0,18,8,4,4,1,3,5,0,0,188,126,73,41,2,2,0,4,0,0,0,9,2,0,0,10,195
220710009-4,22,071,0009-4,5,330,1,4,0,0,2,9,3,0,3,0,0,1,0,0,128,103,41,32,2,3,5,1,1,0,0,1,0,2,0,9,141
220710009-5,22,071,0009-5,11,460,1,6,0,0,2,11,5,5,0,0,0,4,0,0,176,154,67,18,0,6,0,0,0,0,0,5,3,3,0,4,167
220710009-6,22,071,0009-6,12,777,0,9,0,0,0,18,11,5,0,1,1,6,0,0,301,254,55,58,3,6,5,3,0,0,0,8,0,4,1,3,253
220710009-7,22,071,0009-7,7,455,1,12,0,2,2,15,1,0,0,0,0,4,2,0,193,130,58,24,2,5,3,4,1,0,0,1,2,0,1,1,214
220710009-8,22,071,0009-8,2.8,457,2.8,5.6,0,1.9,1.9,7.5,3.8,0,0,2.8,0.9,2.8,0,0,174.9,149.5,33.9,30.1,2.8,0,2.8,4.7,2.8,1.9,0,5.6,0,1.9,0,5.6,165.5
220710009-9,22,071,0009-9,30,373,10,19,0,2,0,16,8,11,1,6,3,4,2,1,164,139,21,16,2,3,3,0,0,0,0,4,2,3,0,22,233
220710010-3,22,071,0010-3,43,673,17,5,4,0,1,33,27,4,6,7,0,10,0,0,212,200,95,51,8,8,3,5,3,2,1,16,3,3,1,22,249
220710010-6,22,071,0010-6,47,489,14,9,0,1,1,30,9,7,1,0,1,9,0,0,188,223,22,34,0,0,5,1,7,0,0,5,0,1,0,16,296
220710010-7,22,071,0010-7,45,254,20,11,6,1,3,27,31,7,4,1,1,10,0,0,102,110,3,12,0,2,1,4,0,0,0,2,1,4,0,36,143
220710010-8,22,071,0010-8,110,173,15,6,0,0,0,76,38,9,10,7,1,6,0,1,47,88,3,2,5,0,0,4,0,0,0,0,0,0,0,60,112
220710010-9,22,071,0010-9,119,267,25,4,7,0,0,91,58,8,3,2,3,8,0,0,93,119,5,8,0,2,0,10,0,0,0,2,1,4,1,75,163
220710011-2,22,071,0011-2,49,493,24,21,0,1,1,43,17,11,4,4,3,9,0,0,189,193,31,38,5,2,8,1,1,0,0,4,0,1,0,20,219
220710011-3,22,071,0011-3,28,223,14,11,1,0,0,18,20,1,3,2,0,5,0,0,105,75,17,12,0,0,3,1,1,0,0,0,0,1,1,17,132
220710011-4,22,071,0011-4,47,349,19,11,1,0,1,34,20,9,8,1,0,10,0,0,122,168,17,18,1,0,0,7,0,2,0,2,0,1,1,34,202
220710011-5,22,071,0011-5,114,567,27,11,6,0,1,96,81,16,4,2,4,9,1,0,182,244,31,8,0,0,8,9,1,2,0,6,0,4,0,75,339
220710011-8,22,071,0011-8,150,187,14,10,4,0,1,94,79,13,4,1,3,10,3,0,45,81,5,6,1,0,1,4,0,0,0,4,0,1,0,86,104
220710011-9,22,071,0011-9,259,479,47,9,6,1,0,162,141,32,10,7,1,10,4,0,135,236,7,22,1,2,6,4,3,0,0,1,3,3,0,180,275
220710012-1,22,071,0012-1,43,342,10,7,1,0,0,28,23,8,3,0,1,9,0,0,124,139,22,8,0,2,9,1,1,0,0,4,0,0,0,31,207
220710012-2,22,071,0012-2,54,389,11,5,3,0,3,34,27,5,1,2,1,5,0,0,158,161,24,24,1,3,5,1,0,0,0,4,1,0,0,29,221
220710012-3,22,071,0012-3,50,406,16,7,3,0,0,49,22,7,6,1,0,9,0,0,144,164,17,18,0,5,0,2,3,1,1,6,1,3,1,29,247
220710012-4,22,071,0012-4,53,298,10,10,1,1,0,34,20,7,6,6,0,6,0,0,116,116,15,14,0,0,5,7,3,0,1,2,1,1,0,21,188
220710012-5,22,071,0012-5,107,264,17,6,1,3,0,78,42,12,3,2,1,9,0,0,115,100,10,12,0,0,3,7,1,0,0,3,1,0,0,67,158
220710012-6,22,071,0012-6,73,273,7,5,1,0,1,40,35,4,3,4,0,9,0,0,96,126,7,2,1,0,0,0,1,0,0,3,0,0,0,37,181
220710012-7,22,071,0012-7,95,296,25,7,4,0,1,51,47,8,4,0,3,19,0,1,99,151,10,6,1,0,1,2,1,1,0,1,0,3,0,46,181
220710012-8,22,071,0012-8,56,198,14,12,3,0,1,31,40,8,4,6,1,6,0,0,67,91,7,6,0,0,0,2,1,0,0,0,0,0,0,30,108
220710012-9,22,071,0012-9,41,336,5,9,3,0,3,15,23,11,3,1,0,13,0,0,121,146,21,26,1,3,1,0,0,0,0,3,0,0,1,30,172
220710013-1,22,071,0013-1,34,352,10,2,3,0,3,14,24,4,3,1,3,4,3,0,128,162,17,14,0,2,0,4,0,0,0,2,1,0,0,15,192
220710013-2,22,071,0013-2,60,390,16,6,3,1,0,39,28,5,4,4,1,9,0,0,148,168,14,18,0,0,3,2,0,0,0,5,1,1,0,29,232
220710013-3,22,071,0013-3,65,338,20,6,3,0,1,31,47,7,6,1,4,18,3,3,127,148,3,10,0,3,3,5,0,0,0,1,3,0,0,36,214
220710013-4,22,071,0013-4,125,417,27,7,6,1,3,73,65,21,8,6,4,11,0,1,135,191,17,16,0,2,1,6,1,0,0,3,0,0,0,96,260
220710013-5,22,071,0013-5,75,387,11,12,4,1,4,36,49,12,8,2,3,14,0,0,138,165,9,20,5,0,0,4,0,0,0,3,1,6,0,45,221
220710013-6,22,071,0013-6,91,243,14,11,3,0,0,52,55,7,14,0,4,10,0,0,87,101,10,8,0,0,1,2,1,0,0,1,0,0,0,57,140
220710013-7,22,071,0013-7,81,268,14,10,0,0,0,66,41,9,3,2,1,14,0,1,70,136,5,10,1,0,8,0,1,0,0,1,0,3,0,36,171
220710013-8,22,071,0013-8,161,310,22,4,1,0,4,84,100,21,7,1,0,17,0,0,113,119,3,8,0,0,0,5,1,0,0,1,1,1,0,98,168
220710013-9,22,071,0013-9,164,289,24,6,7,0,1,81,73,25,8,5,3,9,0,1,86,152,17,16,0,0,3,2,0,0,1,1,0,0,0,78,165
220710014-1,22,071,0014-1,115,305,7,4,4,0,0,63,54,17,8,5,0,13,0,1,108,122,7,22,0,0,0,0,1,0,0,1,0,0,0,61,169
220710014-2,22,071,0014-2,119,261,22,7,3,0,3,70,60,15,7,7,1,8,0,0,58,155,7,6,0,0,1,6,0,0,0,2,1,0,0,70,129
220710014-3,22,071,0014-3,130,282,24,10,6,0,1,73,78,15,3,4,3,17,0,3,77,142,0,20,1,0,1,5,1,0,0,0,0,4,0,73,164
220710014-4,22,071,0014-4,92,221,16,2,5,0,1,63,41,11,6,1,1,13,1,1,80,101,3,8,0,0,0,4,0,0,0,0,0,1,0,58,116
220710014-5,22,071,0014-5,150,270,21,2,3,0,0,64,82,27,4,6,3,14,0,1,90,112,5,8,1,0,0,2,1,0,0,1,0,0,0,82,160
220710014-6,22,071,0014-6,213,320,27,0,3,0,0,117,138,20,7,0,1,8,0,3,90,155,0,4,0,0,0,1,0,0,0,1,1,0,0,158,190
220710014-7,22,071,0014-7,253,268,21,4,10,1,0,139,147,32,13,1,0,18,0,6,54,127,3,8,0,0,1,2,0,0,0,0,1,0,0,184,131
220710014-8,22,071,0014-8,169,221,20,6,3,0,3,106,95,24,4,2,0,8,0,3,41,113,5,6,0,0,0,0,3,0,0,0,1,0,0,114,136
220710014-9,22,071,0014-9,233,243,25,6,3,0,0,168,120,39,6,1,0,11,0,0,58,98,2,6,0,0,0,0,1,0,0,0,0,0,0,179,130
220710015-1,22,071,0015-1,56.9,145.8,11,9,3,0,0,42.9,20,8,1,2,0,10,0,0,44.9,64.9,5,10,0,0,1,4,0,0,0,1,0,0,1,36.9,105.8
220710015-2,22,071,0015-2,107.6,436,27.8,17.6,4,0,3,74.8,40.9,4.6,13.3,7,2.2,23.2,1,0,143.8,201.1,24.5,22.6,1,3,1,7.2,4,0,0,6.1,0,1,0,79.6,315.1
220710015-3,22,071,0015-3,72.4,142,16.2,11.4,0,0,0.9,35.2,18.1,12.4,6.7,0.9,3.8,3.8,0.9,0,37.2,82.9,9.5,11.4,0.9,0,0.9,4.8,0.9,0,0,2.9,0,0.9,0,32.4,102.9
220710015-5,22,071,0015-5,12.1,260.2,2,2,0,0,0,8.1,10,3,1,0,0,4,0,0,100.1,68.1,24,16,1,0,0,0,1,0,0,3,1,1,0,5.1,95.2
220710015-6,22,071,0015-6,19,404,7,6,0,0,1,21,3,0,0,0,1,8,1,1,135,168,43,18,0,0,1,2,0,0,0,9,1,1,0,9,164
220710015-8,22,071,0015-8,11,237,1,1,0,0,0,11,4,1,1,2,0,1,0,0,96,75,22,18,0,5,1,0,0,0,1,5,0,0,0,5,117
220710015-9,22,071,0015-9,20,296,2,4,0,0,3,24,6,4,0,1,1,0,0,0,126,80,22,30,1,5,0,0,0,0,0,6,0,0,0,17,120
220710016-1,22,071,0016-1,56,285,17,5,1,0,0,33,31,7,3,0,5,9,0,0,92,126,15,16,3,0,0,1,0,1,0,2,0,0,4,37,145
220710016-2,22,071,0016-2,131,298,24,20,3,1,0,82,52,19,6,1,0,22,1,0,111,132,3,8,0,3,1,9,0,0,0,2,3,1,0,78,181
220710016-3,22,071,0016-3,114,358,16,6,3,0,3,85,40,16,3,0,5,18,0,0,118,152,14,18,1,1,0,6,0,0,0,1,0,1,0,62,211
220710016-4,22,071,0016-4,79,412,24,14,1,0,3,54,37,8,8,2,0,14,0,0,158,185,10,16,3,1,0,5,4,0,0,6,0,3,1,41,229
220710016-5,22,071,0016-5,70,373,19,12,4,0,0,48,33,15,4,2,0,18,4,0,147,168,7,20,5,0,3,0,0,0,0,0,0,3,0,46,275
220710016-6,22,071,0016-6,68,545,19,7,1,0,3,40,32,11,6,4,2,10,0,1,217,207,27,26,3,10,1,5,5,0,0,3,0,0,0,30,290
